kode;nama_tindakan;kelas;biaya_dokter;biaya_rs
4292;FEE I_TABLE 6B_UROLOGICAL SURGERY;SUITE;21400000;7490000
4293;FEE I_TABLE 6C_CARDIAC SURGERY;SUITE;30040000;10510000
4294;FEE I_TABLE 6C_DENTISTRY;SUITE;24640000;8620000
4295;FEE I_TABLE 6C_ENT / OTORHINOLARYNGOLOGY;SUITE;25080000;8780000
4296;FEE I_TABLE 6C_GENERAL SURGERY;SUITE;21880000;7660000
4297;FEE I_TABLE 6C_NEUROSURGERY;SUITE;48300000;16910000
4298;FEE I_TABLE 6C_OBSTETRICS AND GYNECOLOGY;SUITE;24020000;8410000
4299;FEE I_TABLE 6C_OPHTHALMOLOGY;SUITE;24640000;8620000
4300;FEE I_TABLE 6C_ORTHOPEDIC SURGERY;SUITE;31710000;11100000
4301;FEE I_TABLE 6C_PEDIATRIC SURGERY;SUITE;28370000;9930000
4302;FEE I_TABLE 6C_PLASTIC SURGERY;SUITE;26730000;9360000
4303;FEE I_TABLE 6C_UROLOGICAL SURGERY;SUITE;22930000;8030000
4304;FEE I_TABLE 7A_CARDIAC SURGERY;SUITE;33920000;11870000
4305;FEE I_TABLE 7A_DENTISTRY;SUITE;27380000;9580000
4306;FEE I_TABLE 7A_ENT / OTORHINOLARYNGOLOGY;SUITE;27990000;9800000
4307;FEE I_TABLE 7A_GENERAL SURGERY;SUITE;23170000;8110000
4308;FEE I_TABLE 7A_NEUROSURGERY;SUITE;50400000;17640000
4309;FEE I_TABLE 7A_OBSTETRICS AND GYNECOLOGY;SUITE;25660000;8980000
4310;FEE I_TABLE 7A_OPHTHALMOLOGY;SUITE;27380000;9580000
4311;FEE I_TABLE 7A_ORTHOPEDIC SURGERY;SUITE;39160000;13710000
4312;FEE I_TABLE 7A_PEDIATRIC SURGERY;SUITE;29940000;10480000
4313;FEE I_TABLE 7A_PLASTIC SURGERY;SUITE;30550000;10690000
4314;FEE I_TABLE 7A_UROLOGICAL SURGERY;SUITE;25220000;8830000
4315;FEE I_TABLE 7B_CARDIAC SURGERY;SUITE;37790000;13230000
4316;FEE I_TABLE 7B_DENTISTRY;SUITE;31490000;11020000
4317;FEE I_TABLE 7B_ENT / OTORHINOLARYNGOLOGY;SUITE;30320000;10610000
4318;FEE I_TABLE 7B_GENERAL SURGERY;SUITE;25740000;9010000
4319;FEE I_TABLE 7B_NEUROSURGERY;SUITE;54600000;19110000
4320;FEE I_TABLE 7B_OBSTETRICS AND GYNECOLOGY;SUITE;27300000;9560000
4321;FEE I_TABLE 7B_OPHTHALMOLOGY;SUITE;30120000;10540000
4322;FEE I_TABLE 7B_ORTHOPEDIC SURGERY;SUITE;46620000;16320000
4323;FEE I_TABLE 7B_PEDIATRIC SURGERY;SUITE;31510000;11030000
4324;FEE I_TABLE 7B_PLASTIC SURGERY;SUITE;34370000;12030000
4325;FEE I_TABLE 7B_UROLOGICAL SURGERY;SUITE;29040000;10160000
4326;FEE I_TABLE 7C_CARDIAC SURGERY;SUITE;41680000;14590000
4327;FEE I_TABLE 7C_DENTISTRY;SUITE;35590000;12460000
4328;FEE I_TABLE 7C_ENT / OTORHINOLARYNGOLOGY;SUITE;31250000;10940000
4329;FEE I_TABLE 7C_GENERAL SURGERY;SUITE;27030000;9460000
4330;FEE I_TABLE 7C_NEUROSURGERY;SUITE;58800000;20580000
4331;FEE I_TABLE 7C_OBSTETRICS AND GYNECOLOGY;SUITE;28940000;10130000
4332;FEE I_TABLE 7C_OPHTHALMOLOGY;SUITE;31940000;11180000
4333;FEE I_TABLE 7C_ORTHOPEDIC SURGERY;SUITE;55950000;19580000
4334;FEE I_TABLE 7C_PEDIATRIC SURGERY;SUITE;34660000;12130000
4335;FEE I_TABLE 7C_PLASTIC SURGERY;SUITE;38190000;13370000
4336;FEE I_TABLE 7C_UROLOGICAL SURGERY;SUITE;32860000;11500000
4337;FEE II_TABLE 1A_CARDIAC SURGERY;SUITE;3150000;1100000
4338;FEE II_TABLE 1A_DENTISTRY;SUITE;2980000;1040000
4339;FEE II_TABLE 1A_DIGESTIVE SURGERY;SUITE;2570000;900000
4340;FEE II_TABLE 1A_ENT / OTORHINOLARYNGOLOGY;SUITE;2570000;900000
4341;FEE II_TABLE 1A_NEUROSURGERY;SUITE;2740000;960000
4342;FEE II_TABLE 1A_OBSTETRICS AND GYNECOLOGY;SUITE;2260000;790000
4343;FEE II_TABLE 1A_ONCOLOGY SURGERY;SUITE;2770000;970000
4344;FEE II_TABLE 1A_OPHTHALMOLOGY;SUITE;2370000;830000
4345;FEE II_TABLE 1A_ORTHOPEDIC SURGERY;SUITE;2420000;850000
4346;FEE II_TABLE 1A_PEDIATRIC SURGERY;SUITE;2460000;860000
4347;FEE II_TABLE 1A_PLASTIC SURGERY;SUITE;2980000;1040000
4348;FEE II_TABLE 1A_UROLOGICAL SURGERY;SUITE;2380000;830000
4349;FEE II_TABLE 1A_VASCULAR SURGERY;SUITE;2700000;950000
4350;FEE II_TABLE 1B_CARDIAC SURGERY;SUITE;3780000;1320000
4351;FEE II_TABLE 1B_DENTISTRY;SUITE;3560000;1250000
4352;FEE II_TABLE 1B_DIGESTIVE SURGERY;SUITE;3420000;1200000
4353;FEE II_TABLE 1B_ENT / OTORHINOLARYNGOLOGY;SUITE;3780000;1320000
4354;FEE II_TABLE 1B_NEUROSURGERY;SUITE;4380000;1530000
4355;FEE II_TABLE 1B_OBSTETRICS AND GYNECOLOGY;SUITE;2830000;990000
4356;FEE II_TABLE 1B_ONCOLOGY SURGERY;SUITE;5540000;1940000
4357;FEE II_TABLE 1B_OPHTHALMOLOGY;SUITE;4160000;1460000
4358;FEE II_TABLE 1B_ORTHOPEDIC SURGERY;SUITE;3640000;1270000
4359;FEE II_TABLE 1B_PEDIATRIC SURGERY;SUITE;4100000;1440000
4360;FEE II_TABLE 1B_PLASTIC SURGERY;SUITE;3980000;1390000
4361;FEE II_TABLE 1B_UROLOGICAL SURGERY;SUITE;3980000;1390000
4362;FEE II_TABLE 1B_VASCULAR SURGERY;SUITE;3600000;1260000
4363;FEE II_TABLE 1C_CARDIAC SURGERY;SUITE;5030000;1760000
4364;FEE II_TABLE 1C_DENTISTRY;SUITE;4160000;1460000
4365;FEE II_TABLE 1C_DIGESTIVE SURGERY;SUITE;5120000;1790000
4366;FEE II_TABLE 1C_ENT / OTORHINOLARYNGOLOGY;SUITE;5300000;1860000
4367;FEE II_TABLE 1C_NEUROSURGERY;SUITE;7100000;2490000
4368;FEE II_TABLE 1C_OBSTETRICS AND GYNECOLOGY;SUITE;4260000;1490000
4369;FEE II_TABLE 1C_ONCOLOGY SURGERY;SUITE;6930000;2430000
4370;FEE II_TABLE 1C_OPHTHALMOLOGY;SUITE;4160000;1460000
4371;FEE II_TABLE 1C_ORTHOPEDIC SURGERY;SUITE;6070000;2120000
4372;FEE II_TABLE 1C_PEDIATRIC SURGERY;SUITE;6150000;2150000
4373;FEE II_TABLE 1C_PLASTIC SURGERY;SUITE;4970000;1740000
4374;FEE II_TABLE 1C_UROLOGICAL SURGERY;SUITE;4970000;1740000
4375;FEE II_TABLE 1C_VASCULAR SURGERY;SUITE;4500000;1580000
4376;FEE II_TABLE 2A_CARDIAC SURGERY;SUITE;6310000;2210000
4377;FEE II_TABLE 2A_DENTISTRY;SUITE;4750000;1660000
4378;FEE II_TABLE 2A_DIGESTIVE SURGERY;SUITE;6830000;2390000
4379;FEE II_TABLE 2A_ENT / OTORHINOLARYNGOLOGY;SUITE;6830000;2390000
4380;FEE II_TABLE 2A_NEUROSURGERY;SUITE;9840000;3440000
4381;FEE II_TABLE 2A_OBSTETRICS AND GYNECOLOGY;SUITE;4970000;1740000
4382;FEE II_TABLE 2A_ONCOLOGY SURGERY;SUITE;8290000;2900000
4383;FEE II_TABLE 2A_OPHTHALMOLOGY;SUITE;6530000;2290000
4384;FEE II_TABLE 2A_ORTHOPEDIC SURGERY;SUITE;8490000;2970000
4385;FEE II_TABLE 2A_PEDIATRIC SURGERY;SUITE;8200000;2870000
4386;FEE II_TABLE 2A_PLASTIC SURGERY;SUITE;6940000;2430000
4387;FEE II_TABLE 2A_UROLOGICAL SURGERY;SUITE;5970000;2090000
4388;FEE II_TABLE 2A_VASCULAR SURGERY;SUITE;5410000;1890000
4389;FEE II_TABLE 2B_CARDIAC SURGERY;SUITE;7550000;2640000
4390;FEE II_TABLE 2B_DENTISTRY;SUITE;5340000;1870000
4391;FEE II_TABLE 2B_DIGESTIVE SURGERY;SUITE;8540000;2990000
4392;FEE II_TABLE 2B_ENT / OTORHINOLARYNGOLOGY;SUITE;8330000;2920000
4393;FEE II_TABLE 2B_NEUROSURGERY;SUITE;12560000;4400000
4394;FEE II_TABLE 2B_OBSTETRICS AND GYNECOLOGY;SUITE;6380000;2230000
4395;FEE II_TABLE 2B_ONCOLOGY SURGERY;SUITE;9690000;3390000
4396;FEE II_TABLE 2B_OPHTHALMOLOGY;SUITE;8290000;2900000
4397;FEE II_TABLE 2B_ORTHOPEDIC SURGERY;SUITE;10920000;3820000
4398;FEE II_TABLE 2B_PEDIATRIC SURGERY;SUITE;10240000;3580000
4399;FEE II_TABLE 2B_PLASTIC SURGERY;SUITE;8940000;3130000
4400;FEE II_TABLE 2B_UROLOGICAL SURGERY;SUITE;6970000;2440000
4401;FEE II_TABLE 2B_VASCULAR SURGERY;SUITE;7200000;2520000
4402;FEE II_TABLE 2C_CARDIAC SURGERY;SUITE;8830000;3090000
4403;FEE II_TABLE 2C_DENTISTRY;SUITE;5930000;2080000
4404;FEE II_TABLE 2C_DIGESTIVE SURGERY;SUITE;10240000;3580000
4405;FEE II_TABLE 2C_ENT / OTORHINOLARYNGOLOGY;SUITE;11380000;3980000
4406;FEE II_TABLE 2C_NEUROSURGERY;SUITE;15300000;5360000
4407;FEE II_TABLE 2C_OBSTETRICS AND GYNECOLOGY;SUITE;8520000;2980000
4408;FEE II_TABLE 2C_ONCOLOGY SURGERY;SUITE;12450000;4360000
4409;FEE II_TABLE 2C_OPHTHALMOLOGY;SUITE;10090000;3530000
4410;FEE II_TABLE 2C_ORTHOPEDIC SURGERY;SUITE;13340000;4670000
4411;FEE II_TABLE 2C_PEDIATRIC SURGERY;SUITE;12290000;4300000
4412;FEE II_TABLE 2C_PLASTIC SURGERY;SUITE;11920000;4170000
4413;FEE II_TABLE 2C_UROLOGICAL SURGERY;SUITE;8940000;3130000
4414;FEE II_TABLE 2C_VASCULAR SURGERY;SUITE;9010000;3150000
4415;FEE II_TABLE 3A_CARDIAC SURGERY;SUITE;10080000;3530000
4416;FEE II_TABLE 3A_DENTISTRY;SUITE;8910000;3120000
4417;FEE II_TABLE 3A_DIGESTIVE SURGERY;SUITE;12620000;4420000
4418;FEE II_TABLE 3A_ENT / OTORHINOLARYNGOLOGY;SUITE;13640000;4770000
4419;FEE II_TABLE 3A_NEUROSURGERY;SUITE;18020000;6310000
4420;FEE II_TABLE 3A_OBSTETRICS AND GYNECOLOGY;SUITE;10650000;3730000
4421;FEE II_TABLE 3A_ONCOLOGY SURGERY;SUITE;15220000;5330000
4422;FEE II_TABLE 3A_OPHTHALMOLOGY;SUITE;11870000;4150000
4423;FEE II_TABLE 3A_ORTHOPEDIC SURGERY;SUITE;15760000;5520000
4424;FEE II_TABLE 3A_PEDIATRIC SURGERY;SUITE;14330000;5020000
4425;FEE II_TABLE 3A_PLASTIC SURGERY;SUITE;13910000;4870000
4426;FEE II_TABLE 3A_UROLOGICAL SURGERY;SUITE;11930000;4180000
4427;FEE II_TABLE 3A_VASCULAR SURGERY;SUITE;10800000;3780000
4428;FEE II_TABLE 3B_CARDIAC SURGERY;SUITE;11340000;3970000
4429;FEE II_TABLE 3B_DENTISTRY;SUITE;11870000;4150000
4430;FEE II_TABLE 3B_DIGESTIVE SURGERY;SUITE;14520000;5080000
4431;FEE II_TABLE 3B_ENT / OTORHINOLARYNGOLOGY;SUITE;14400000;5040000
4432;FEE II_TABLE 3B_NEUROSURGERY;SUITE;21840000;7640000
4433;FEE II_TABLE 3B_OBSTETRICS AND GYNECOLOGY;SUITE;12060000;4220000
4434;FEE II_TABLE 3B_ONCOLOGY SURGERY;SUITE;16610000;5810000
4435;FEE II_TABLE 3B_OPHTHALMOLOGY;SUITE;13050000;4570000
4436;FEE II_TABLE 3B_ORTHOPEDIC SURGERY;SUITE;18190000;6370000
4437;FEE II_TABLE 3B_PEDIATRIC SURGERY;SUITE;16390000;5740000
4438;FEE II_TABLE 3B_PLASTIC SURGERY;SUITE;15890000;5560000
4439;FEE II_TABLE 3B_UROLOGICAL SURGERY;SUITE;13910000;4870000
4440;FEE II_TABLE 3B_VASCULAR SURGERY;SUITE;12610000;4410000
4441;FEE II_TABLE 3C_CARDIAC SURGERY;SUITE;12610000;4410000
4442;FEE II_TABLE 3C_DENTISTRY;SUITE;13640000;4770000
4443;FEE II_TABLE 3C_DIGESTIVE SURGERY;SUITE;16220000;5680000
4444;FEE II_TABLE 3C_ENT / OTORHINOLARYNGOLOGY;SUITE;15160000;5310000
4445;FEE II_TABLE 3C_NEUROSURGERY;SUITE;24570000;8600000
4446;FEE II_TABLE 3C_OBSTETRICS AND GYNECOLOGY;SUITE;14200000;4970000
4447;FEE II_TABLE 3C_ONCOLOGY SURGERY;SUITE;19380000;6780000
4448;FEE II_TABLE 3C_OPHTHALMOLOGY;SUITE;14240000;4980000
4449;FEE II_TABLE 3C_ORTHOPEDIC SURGERY;SUITE;20610000;7210000
4450;FEE II_TABLE 3C_PEDIATRIC SURGERY;SUITE;18430000;6450000
4451;FEE II_TABLE 3C_PLASTIC SURGERY;SUITE;17880000;6260000
4452;FEE II_TABLE 3C_UROLOGICAL SURGERY;SUITE;15900000;5570000
4453;FEE II_TABLE 3C_VASCULAR SURGERY;SUITE;14400000;5040000
4454;FEE II_TABLE 4A_CARDIAC SURGERY;SUITE;15130000;5300000
4455;FEE II_TABLE 4A_DENTISTRY;SUITE;15430000;5400000
4456;FEE II_TABLE 4A_DIGESTIVE SURGERY;SUITE;17070000;5970000
4457;FEE II_TABLE 4A_ENT / OTORHINOLARYNGOLOGY;SUITE;15930000;5580000
4458;FEE II_TABLE 4A_NEUROSURGERY;SUITE;27300000;9560000
4459;FEE II_TABLE 4A_OBSTETRICS AND GYNECOLOGY;SUITE;15610000;5460000
4460;FEE II_TABLE 4A_ONCOLOGY SURGERY;SUITE;20770000;7270000
4461;FEE II_TABLE 4A_OPHTHALMOLOGY;SUITE;16610000;5810000
4462;FEE II_TABLE 4A_ORTHOPEDIC SURGERY;SUITE;21810000;7630000
4463;FEE II_TABLE 4A_PEDIATRIC SURGERY;SUITE;20490000;7170000
4464;FEE II_TABLE 4A_PLASTIC SURGERY;SUITE;19860000;6950000
4465;FEE II_TABLE 4A_UROLOGICAL SURGERY;SUITE;17880000;6260000
4466;FEE II_TABLE 4A_VASCULAR SURGERY;SUITE;16210000;5670000
4467;FEE II_TABLE 4B_CARDIAC SURGERY;SUITE;17640000;6170000
4468;FEE II_TABLE 4B_DENTISTRY;SUITE;16020000;5610000
4469;FEE II_TABLE 4B_DIGESTIVE SURGERY;SUITE;18770000;6570000
4470;FEE II_TABLE 4B_ENT / OTORHINOLARYNGOLOGY;SUITE;16680000;5840000
4471;FEE II_TABLE 4B_NEUROSURGERY;SUITE;32770000;11470000
4472;FEE II_TABLE 4B_OBSTETRICS AND GYNECOLOGY;SUITE;17030000;5960000
4473;FEE II_TABLE 4B_ONCOLOGY SURGERY;SUITE;23530000;8240000
4474;FEE II_TABLE 4B_OPHTHALMOLOGY;SUITE;17800000;6230000
4475;FEE II_TABLE 4B_ORTHOPEDIC SURGERY;SUITE;24260000;8490000
4476;FEE II_TABLE 4B_PEDIATRIC SURGERY;SUITE;22530000;7890000
4477;FEE II_TABLE 4B_PLASTIC SURGERY;SUITE;21850000;7650000
4478;FEE II_TABLE 4B_UROLOGICAL SURGERY;SUITE;19880000;6960000
4479;FEE II_TABLE 4B_VASCULAR SURGERY;SUITE;18010000;6300000
4480;FEE II_TABLE 4C_CARDIAC SURGERY;SUITE;20160000;7060000
4481;FEE II_TABLE 4C_DENTISTRY;SUITE;16610000;5810000
4482;FEE II_TABLE 4C_DIGESTIVE SURGERY;SUITE;20490000;7170000
4483;FEE II_TABLE 4C_ENT / OTORHINOLARYNGOLOGY;SUITE;18190000;6370000
4484;FEE II_TABLE 4C_NEUROSURGERY;SUITE;38230000;13380000
4485;FEE II_TABLE 4C_OBSTETRICS AND GYNECOLOGY;SUITE;18460000;6460000
4486;FEE II_TABLE 4C_ONCOLOGY SURGERY;SUITE;26300000;9210000
4487;FEE II_TABLE 4C_OPHTHALMOLOGY;SUITE;18980000;6640000
4488;FEE II_TABLE 4C_ORTHOPEDIC SURGERY;SUITE;25450000;8910000
4489;FEE II_TABLE 4C_PEDIATRIC SURGERY;SUITE;24570000;8600000
4490;FEE II_TABLE 4C_PLASTIC SURGERY;SUITE;22830000;7990000
4491;FEE II_TABLE 4C_UROLOGICAL SURGERY;SUITE;20880000;7310000
4492;FEE II_TABLE 4C_VASCULAR SURGERY;SUITE;19810000;6930000
4493;FEE II_TABLE 5A_CARDIAC SURGERY;SUITE;22690000;7940000
4494;FEE II_TABLE 5A_DENTISTRY;SUITE;18980000;6640000
4495;FEE II_TABLE 5A_DIGESTIVE SURGERY;SUITE;22190000;7770000
4496;FEE II_TABLE 5A_ENT / OTORHINOLARYNGOLOGY;SUITE;20460000;7160000
4497;FEE II_TABLE 5A_NEUROSURGERY;SUITE;43690000;15290000
4498;FEE II_TABLE 5A_OBSTETRICS AND GYNECOLOGY;SUITE;19160000;6710000
4499;FEE II_TABLE 5A_ONCOLOGY SURGERY;SUITE;27680000;9690000
4500;FEE II_TABLE 5A_OPHTHALMOLOGY;SUITE;20160000;7060000
4501;FEE II_TABLE 5A_ORTHOPEDIC SURGERY;SUITE;26660000;9330000
4502;FEE II_TABLE 5A_PEDIATRIC SURGERY;SUITE;26640000;9320000
4503;FEE II_TABLE 5A_PLASTIC SURGERY;SUITE;24830000;8690000
4504;FEE II_TABLE 5A_UROLOGICAL SURGERY;SUITE;21870000;7650000
4505;FEE II_TABLE 5A_VASCULAR SURGERY;SUITE;21590000;7560000
4506;FEE II_TABLE 5B_CARDIAC SURGERY;SUITE;25190000;8820000
4507;FEE II_TABLE 5B_DENTISTRY;SUITE;21360000;7480000
4508;FEE II_TABLE 5B_DIGESTIVE SURGERY;SUITE;23890000;8360000
4509;FEE II_TABLE 5B_ENT / OTORHINOLARYNGOLOGY;SUITE;21980000;7690000
4510;FEE II_TABLE 5B_NEUROSURGERY;SUITE;49140000;17200000
4511;FEE II_TABLE 5B_OBSTETRICS AND GYNECOLOGY;SUITE;20580000;7200000
4512;FEE II_TABLE 5B_ONCOLOGY SURGERY;SUITE;30460000;10660000
4513;FEE II_TABLE 5B_OPHTHALMOLOGY;SUITE;21360000;7480000
4514;FEE II_TABLE 5B_ORTHOPEDIC SURGERY;SUITE;27890000;9760000
4515;FEE II_TABLE 5B_PEDIATRIC SURGERY;SUITE;28680000;10040000
4516;FEE II_TABLE 5B_PLASTIC SURGERY;SUITE;26810000;9380000
4517;FEE II_TABLE 5B_UROLOGICAL SURGERY;SUITE;23840000;8340000
4518;FEE II_TABLE 5B_VASCULAR SURGERY;SUITE;23410000;8190000
4519;FEE II_TABLE 5C_CARDIAC SURGERY;SUITE;27720000;9700000
4520;FEE II_TABLE 5C_DENTISTRY;SUITE;24910000;8720000
4521;FEE II_TABLE 5C_DIGESTIVE SURGERY;SUITE;25610000;8960000
4522;FEE II_TABLE 5C_ENT / OTORHINOLARYNGOLOGY;SUITE;24260000;8490000
4523;FEE II_TABLE 5C_NEUROSURGERY;SUITE;54600000;19110000
4524;FEE II_TABLE 5C_OBSTETRICS AND GYNECOLOGY;SUITE;23430000;8200000
4525;FEE II_TABLE 5C_ONCOLOGY SURGERY;SUITE;33230000;11630000
4526;FEE II_TABLE 5C_OPHTHALMOLOGY;SUITE;23730000;8310000
4527;FEE II_TABLE 5C_ORTHOPEDIC SURGERY;SUITE;29080000;10180000
4528;FEE II_TABLE 5C_PEDIATRIC SURGERY;SUITE;30720000;10750000
4529;FEE II_TABLE 5C_PLASTIC SURGERY;SUITE;28800000;10080000
4530;FEE II_TABLE 5C_UROLOGICAL SURGERY;SUITE;24840000;8690000
4531;FEE II_TABLE 5C_VASCULAR SURGERY;SUITE;25190000;8820000
4532;FEE II_TABLE 6A_CARDIAC SURGERY;SUITE;31500000;11030000
4533;FEE II_TABLE 6A_DENTISTRY;SUITE;26700000;9350000
4534;FEE II_TABLE 6A_DIGESTIVE SURGERY;SUITE;27310000;9560000
4535;FEE II_TABLE 6A_ENT / OTORHINOLARYNGOLOGY;SUITE;27300000;9560000
4536;FEE II_TABLE 6A_NEUROSURGERY;SUITE;57330000;20070000
4537;FEE II_TABLE 6A_OBSTETRICS AND GYNECOLOGY;SUITE;24840000;8690000
4538;FEE II_TABLE 6A_ONCOLOGY SURGERY;SUITE;35980000;12590000
4539;FEE II_TABLE 6A_OPHTHALMOLOGY;SUITE;26090000;9130000
4540;FEE II_TABLE 6A_ORTHOPEDIC SURGERY;SUITE;30300000;10610000
4541;FEE II_TABLE 6A_PEDIATRIC SURGERY;SUITE;32770000;11470000
4542;FEE II_TABLE 6A_PLASTIC SURGERY;SUITE;30770000;10770000
4543;FEE II_TABLE 6A_UROLOGICAL SURGERY;SUITE;25840000;9040000
4544;FEE II_TABLE 6A_VASCULAR SURGERY;SUITE;28800000;10080000
4545;FEE II_TABLE 6B_CARDIAC SURGERY;SUITE;35270000;12340000
4546;FEE II_TABLE 6B_DENTISTRY;SUITE;29670000;10380000
4547;FEE II_TABLE 6B_DIGESTIVE SURGERY;SUITE;29020000;10160000
4548;FEE II_TABLE 6B_ENT / OTORHINOLARYNGOLOGY;SUITE;30320000;10610000
4549;FEE II_TABLE 6B_NEUROSURGERY;SUITE;60060000;21020000
4550;FEE II_TABLE 6B_OBSTETRICS AND GYNECOLOGY;SUITE;27680000;9690000
4551;FEE II_TABLE 6B_ONCOLOGY SURGERY;SUITE;38750000;13560000
4552;FEE II_TABLE 6B_OPHTHALMOLOGY;SUITE;28480000;9970000
4553;FEE II_TABLE 6B_ORTHOPEDIC SURGERY;SUITE;33930000;11880000
4554;FEE II_TABLE 6B_PEDIATRIC SURGERY;SUITE;34810000;12180000
4555;FEE II_TABLE 6B_PLASTIC SURGERY;SUITE;32770000;11470000
4556;FEE II_TABLE 6B_UROLOGICAL SURGERY;SUITE;27820000;9740000
4557;FEE II_TABLE 6B_VASCULAR SURGERY;SUITE;32400000;11340000
4558;FEE II_TABLE 6C_CARDIAC SURGERY;SUITE;39050000;13670000
4559;FEE II_TABLE 6C_DENTISTRY;SUITE;32030000;11210000
4560;FEE II_TABLE 6C_DIGESTIVE SURGERY;SUITE;30720000;10750000
4561;FEE II_TABLE 6C_ENT / OTORHINOLARYNGOLOGY;SUITE;32600000;11410000
4562;FEE II_TABLE 6C_NEUROSURGERY;SUITE;62790000;21980000
4563;FEE II_TABLE 6C_OBSTETRICS AND GYNECOLOGY;SUITE;31230000;10930000
4564;FEE II_TABLE 6C_ONCOLOGY SURGERY;SUITE;41520000;14530000
4565;FEE II_TABLE 6C_OPHTHALMOLOGY;SUITE;32030000;11210000
4566;FEE II_TABLE 6C_ORTHOPEDIC SURGERY;SUITE;41220000;14430000
4567;FEE II_TABLE 6C_PEDIATRIC SURGERY;SUITE;36880000;12910000
4568;FEE II_TABLE 6C_PLASTIC SURGERY;SUITE;34750000;12160000
4569;FEE II_TABLE 6C_UROLOGICAL SURGERY;SUITE;29810000;10430000
4570;FEE II_TABLE 6C_VASCULAR SURGERY;SUITE;36000000;12600000
4571;FEE II_TABLE 7A_CARDIAC SURGERY;SUITE;44100000;15440000
4572;FEE II_TABLE 7A_DENTISTRY;SUITE;35590000;12460000
4573;FEE II_TABLE 7A_DIGESTIVE SURGERY;SUITE;32440000;11350000
4574;FEE II_TABLE 7A_ENT / OTORHINOLARYNGOLOGY;SUITE;36390000;12740000
4575;FEE II_TABLE 7A_NEUROSURGERY;SUITE;65520000;22930000
4576;FEE II_TABLE 7A_OBSTETRICS AND GYNECOLOGY;SUITE;33360000;11680000
4577;FEE II_TABLE 7A_ONCOLOGY SURGERY;SUITE;44290000;15500000
4578;FEE II_TABLE 7A_OPHTHALMOLOGY;SUITE;35590000;12460000
4579;FEE II_TABLE 7A_ORTHOPEDIC SURGERY;SUITE;50910000;17820000
4580;FEE II_TABLE 7A_PEDIATRIC SURGERY;SUITE;38920000;13620000
4581;FEE II_TABLE 7A_PLASTIC SURGERY;SUITE;39720000;13900000
4582;FEE II_TABLE 7A_UROLOGICAL SURGERY;SUITE;32790000;11480000
4583;FEE II_TABLE 7A_VASCULAR SURGERY;SUITE;41410000;14490000
4584;FEE II_TABLE 7B_CARDIAC SURGERY;SUITE;49130000;17200000
4585;FEE II_TABLE 7B_DENTISTRY;SUITE;40940000;14330000
4586;FEE II_TABLE 7B_DIGESTIVE SURGERY;SUITE;34140000;11950000
4587;FEE II_TABLE 7B_ENT / OTORHINOLARYNGOLOGY;SUITE;39420000;13800000
4588;FEE II_TABLE 7B_NEUROSURGERY;SUITE;70980000;24840000
4589;FEE II_TABLE 7B_OBSTETRICS AND GYNECOLOGY;SUITE;35490000;12420000
4590;FEE II_TABLE 7B_ONCOLOGY SURGERY;SUITE;49820000;17440000
4591;FEE II_TABLE 7B_OPHTHALMOLOGY;SUITE;39160000;13710000
4592;FEE II_TABLE 7B_ORTHOPEDIC SURGERY;SUITE;60610000;21210000
4593;FEE II_TABLE 7B_PEDIATRIC SURGERY;SUITE;40960000;14340000
4594;FEE II_TABLE 7B_PLASTIC SURGERY;SUITE;44680000;15640000
4595;FEE II_TABLE 7B_UROLOGICAL SURGERY;SUITE;37750000;13210000
4596;FEE II_TABLE 7B_VASCULAR SURGERY;SUITE;46800000;16380000
4597;FEE II_TABLE 7C_CARDIAC SURGERY;SUITE;54180000;18960000
4598;FEE II_TABLE 7C_DENTISTRY;SUITE;46270000;16190000
4599;FEE II_TABLE 7C_DIGESTIVE SURGERY;SUITE;37560000;13150000
4600;FEE II_TABLE 7C_ENT / OTORHINOLARYNGOLOGY;SUITE;40630000;14220000
4601;FEE II_TABLE 7C_NEUROSURGERY;SUITE;76440000;26750000
4602;FEE II_TABLE 7C_OBSTETRICS AND GYNECOLOGY;SUITE;37620000;13170000
4603;FEE II_TABLE 7C_ONCOLOGY SURGERY;SUITE;55370000;19380000
4604;FEE II_TABLE 7C_OPHTHALMOLOGY;SUITE;41520000;14530000
4605;FEE II_TABLE 7C_ORTHOPEDIC SURGERY;SUITE;72740000;25460000
4606;FEE II_TABLE 7C_PEDIATRIC SURGERY;SUITE;45060000;15770000
4607;FEE II_TABLE 7C_PLASTIC SURGERY;SUITE;49650000;17380000
4608;FEE II_TABLE 7C_UROLOGICAL SURGERY;SUITE;42720000;14950000
4609;FEE II_TABLE 7C_VASCULAR SURGERY;SUITE;52210000;18270000
4610;FNAB;SUITE;913000;0
4611;FNAB USG GUIDED PROCEDURE;SUITE;1884000;0
4612;FOREIGN BODY REMOVAL;SUITE;1884000;842000
4613;FOREIGN BODY REMOVAL ;SUITE;5998000;0
4614;GASTRIC BALLON (INSERTION);SUITE;17993000;2783000
4615;GASTRIC BALLON (REMOVAL);SUITE;17993000;2783000
4616;GASTRODUODENOSCOPY AND COLONOSCOPY;SUITE;17993000;2703000
4617;GASTROSCOPY;SUITE;11674000;1847000
4618;GASTROSCOPY + BIOPSY;SUITE;14117000;0
4619;GASTROSCOPY AND COLONOSCOPY;SUITE;17993000;3103000
4620;INJECTION FOR VACCINE PROCEDURE ;SUITE;240000;0
