kode;nama_tindakan;kelas;biaya_dokter;biaya_rs
7289;SRG II_Brain,Intracranial Extracerebral Tumor,Craniotomy/Hemispherectomy;BASIC;40200000;14070000
7290;SRG II_Breast (Nipple),Various Lesions,Graft And/Or Flap Reconstruction (Bilateral);BASIC;9850000;3450000
7291;SRG II_Breast (Nipple),Various Lesions,Graft And/Or Flap Reconstruction (Unilateral);BASIC;7060000;2470000
7292;SRG II_Breast,Gynecomastia,Reduction (Unilateral);BASIC;4660000;1630000
7293;SRG II_Breast,Lump (Single),Excision Biopsy;BASIC;3810000;1330000
7294;SRG II_Breast,Lumps (Multiple/Bilateral),Excision Biopsy;BASIC;5700000;2000000
7295;SRG II_Breast,Post Mastectomy,Reconstruction Using Free Flap (Unilateral);BASIC;35720000;12500000
7296;SRG II_Breast,Post Mastectomy,Reconstruction Using Pedicled Transverse Rectus Abdominis Musculocutaneous Flap (Bilateral);BASIC;25050000;8770000
7297;SRG II_Breast,Post Mastectomy,Reconstruction Using Pedicled Transverse Rectus Abdominis Musculocutaneous Flap (Unilateral);BASIC;20890000;7310000
7298;SRG II_Breast,Tumor (Malignant),Radical Mastectomy with/without Axiliary Clearance;BASIC;12150000;4250000
7299;SRG II_Breast,Tumor (Malignant),Simple Mastectomy;BASIC;7310000;2560000
7300;SRG II_Breast,Tumor (Malignant),Simple Mastectomy with Sentinel Node Biopsy/ Axiliary Node Sampling;BASIC;9800000;3430000
7301;SRG II_Breast,Tumor (Malignant),Wide Excision/ Lumpectomy/Segmental Mastectomy/ Partial Mastectomy;BASIC;11990000;4200000
7302;SRG II_Breast,Tumor (Malignant),Wide Excision/ Lumpectomy/Segmental Mastectomy/ Partial Mastectomy with Axiliary Clearance with/without Sentinel Node Biopsy;BASIC;11990000;4200000
7303;SRG II_Breast,Tumor (Malignant),Wide Excision/ Lumpectomy/Segmental Mastectomy/ Partial Mastectomy with Sentinel Node Biopsy/ Axiliary Node Sampling;BASIC;11990000;4200000
7304;SRG II_Breast,Various Lesions,Subcutaneous Mastectomy Bilateral excluding Gynaecomastia;BASIC;13960000;4890000
7305;SRG II_Breast,Various Lesions,Subcutaneous Mastectomy Unilateral excluding Gynaecomastia;BASIC;6980000;2440000
7306;SRG II_Breast,Various Lesions,Trucut Biopsy,Ultrasound Guided Or Stereotactic (Single);BASIC;1180000;410000
7307;SRG II_Breast,Various Lesions,Wire Localisation,Excision (Multiple);BASIC;6180000;2160000
7308;SRG II_Bronchus/Lung,,Bronchoscopy with/without Biopsy;BASIC;4910000;1720000
7309;SRG II_Carpus,Fracture/Dislocation,Open Reduction And Internal Fixation;BASIC;10930000;3830000
7310;SRG II_Cervical Spine,Various Lesions,Anterior Decompression And Fusion Or Disc Replacement (1 Segment);BASIC;18850000;6600000
7311;SRG II_Cervical Spine,Various Lesions,Anterior Decompression And Fusion Or Disc Replacement (2 Segments);BASIC;26390000;9240000
7312;SRG II_Cervical Spine,Various Lesions,Anterior Decompression And Fusion Or Disc Replacement (3 Or More Segments);BASIC;36950000;12930000
7313;SRG II_Cervical Spine,Various Lesions,Laminoplasty (without Instrumentation);BASIC;26390000;9240000
7314;SRG II_Cervix,Cancer,Radical Trachelectomy with/without Lymphadenectomy;BASIC;9230000;3230000
7315;SRG II_Cervix,Cervical Intraepithelial Neoplasia,Cone Biopsy with/without Laser;BASIC;4070000;1430000
7316;SRG II_Cervix,Polyp,Excision/Erosion (Complicated) Includes D&C with Biopsy;BASIC;4450000;1560000
7317;SRG II_Cervix,Polyp,Excision/Erosion (Simple) with Biopsy;BASIC;1260000;440000
7318;SRG II_Cervix,Transcervical Resection (TCR) Polyp (<2cm),Hysteroscopic;BASIC;3690000;1290000
7319;SRG II_Cervix,Transcervical Resection (TCR) Polyp (>2cm),Hysteroscopic;BASIC;4890000;1710000
7320;SRG II_Cervix,Transcervical Resection (TCR) Septum,Hysteroscopic;BASIC;4860000;1700000
7321;SRG II_Cervix,Various Lesions,Colposcopy Ablational/Excisional Treatment (Laser Vapourisation/Loop Electrosurgical Excision Procedure/Laser Excision Of Transformation Zone with Biopsy);BASIC;4070000;1430000
7322;SRG II_Clavicle,Clavicle Fracture,Delayed Union/Revision And ORIF with/without Bone Grafting;BASIC;10930000;3830000
7323;SRG II_Clavicle,Clavicle Fracture,Simple;BASIC;10930000;3830000
7324;SRG II_Colon,,Anterior Resection (Laparoscopy);BASIC;14020000;4910000
7325;SRG II_Colon,,Anterior Resection (Open);BASIC;12610000;4420000
7326;SRG II_Colon,Various Lesions,Colostomy;BASIC;8610000;3010000
7327;SRG II_Colon,Various Lesions,Right/Left Hemicolectomy (Laparoscopy);BASIC;13560000;4750000
7328;SRG II_Colon,Various Lesions,Right/Left Hemicolectomy (Open);BASIC;9690000;3390000
7329;SRG II_Conjunctiva,Pterygium,Excision (Bare Sclera);BASIC;4190000;1470000
7330;SRG II_Creation Of Ileal Neobladder;BASIC;12890000;4510000
7331;SRG II_Diaphragm,Tumor,Excision;BASIC;7690000;2690000
7332;SRG II_Diaphragm,Tumor,Excision with Wedge Resection Of Lung;BASIC;8830000;3090000
7333;SRG II_Digit(s),Nailbed Laceration,Nailbed Grafting;BASIC;6030000;2110000
7334;SRG II_Ear (Middle),,Cochlear Implant;BASIC;9230000;3230000
7335;SRG II_Ear (Middle),Abscess/Inflammation,Operation;BASIC;1790000;630000
7336;SRG II_Ear,Foreign Body,Complex Removal/Excision (Embedded/Large);BASIC;3150000;1100000
7337;SRG II_Ear,Laceration (Full Thickness),Repair (> 3cm);BASIC;4890000;1710000
7338;SRG II_Ear,Tympanic Membrane,Perforation,Cauterisation/Diathermy;BASIC;1180000;410000
7339;SRG II_Ear,Tympanic Membrane,Perforation,Round Window Repair;BASIC;9730000;3400000
7340;SRG II_Ear,Tympanic Membrane,Unilateral Myringotomy with Tube;BASIC;3770000;1320000
7341;SRG II_Ear,Tympanic Membrane,Unilateral Myringotomy without Tube;BASIC;2710000;950000
7342;SRG II_Ear,Various Lesions,Myringoplasty (Simple);BASIC;4280000;1500000
7343;SRG II_Ear,Various Lesions,Ossicular Chain Reconstruction with/without Myringoplasty;BASIC;6160000;2160000
7344;SRG II_Elbow,,Therapeutic Arthroscopy;BASIC;11390000;3980000
7345;SRG II_Elbow,Coronoid Fracture,ORIF;BASIC;10930000;3830000
7346;SRG II_Elbow,Dislocation,Ligament Repair (Complex,with/without Implant);BASIC;9950000;3480000
7347;SRG II_Elbow,Dislocation,Ligament Repair (Single);BASIC;7010000;2450000
7348;SRG II_Elbow,Fracture/ Dislocation,Repair Of Ligaments/ ORIF;BASIC;10930000;3830000
7349;SRG II_Elbow,Fracture/Dislocation,Open Reduction And Internal Fixation (ORIF);BASIC;10930000;3830000
7350;SRG II_Elbow,Tennis Elbow,Release;BASIC;3390000;1190000
7351;SRG II_Eyelids,Simple Laceration,Repair;BASIC;1890000;660000
7352;SRG II_Eyelids,Various Lesions,Upper Blepharoplasty (Unilateral);BASIC;11370000;3980000
7353;SRG II_Fallopian Tube,,Removal Of Ectopic Gestation;BASIC;5970000;2090000
7354;SRG II_Fallopian Tube,,Sterilization (Laparoscopy);BASIC;4910000;1720000
7355;SRG II_Fallopian Tube,Completed Family,Division/Ligation;BASIC;3690000;1290000
7356;SRG II_Fallopian Tube/Uterus/Ovary,,Therapeutic Laparoscopy;BASIC;9650000;3380000
7357;SRG II_Femur,Fracture (Complex Intra-Articular),Open Reduction And Internal Fixation (ORIF) with Plate And Screws;BASIC;14210000;4970000
7358;SRG II_Femur,Fracture (Intercondylar),Open Reduction And Internal Fixation (ORIF);BASIC;12590000;4410000
7359;SRG II_Femur,Fracture (Single Condylar),Open Reduction And Internal Fixation (ORIF);BASIC;10930000;3830000
7360;SRG II_Femur,Fracture,Open Reduction And Internal Fixation (ORIF) with Plate And Screws;BASIC;11310000;3960000
7361;SRG II_Finger,Defect/Contracture (Multiple),Reconstruction;BASIC;9430000;3300000
7362;SRG II_Finger,Defect/Contracture (Single),Reconstruction;BASIC;6220000;2180000
7363;SRG II_Finger,Syndactyly (Multiple),Separation;BASIC;13570000;4750000
7364;SRG II_Finger,Syndactyly (Single),Correction;BASIC;7540000;2640000
7365;SRG II_Finger,Various Lesions,Amputation (Multiple);BASIC;5280000;1850000
7366;SRG II_Finger,Various Lesions,Amputation (Single);BASIC;3770000;1320000
7367;SRG II_Foot,,Achilles Tendon Reconstruction;BASIC;10710000;3750000
7368;SRG II_Foot,Congenital Talipes Equinovarus (CTEV),Bilateral Release;BASIC;12820000;4490000
7369;SRG II_Foot,Congenital Talipes Equinovarus (CTEV),Medial Release;BASIC;6160000;2160000
7370;SRG II_Foot,Crush Injuries (Complex),Wound Debridement;BASIC;4860000;1700000
7371;SRG II_Foot,Crush Injuries (Simple),Wound Debridement;BASIC;3020000;1060000
7372;SRG II_Foot,Fractures,Open Reduction And Internal Fixation (Complex/Multiple Including Talus And Calcaneum);BASIC;11310000;3960000
7373;SRG II_Foot,Hallux Valgus/Hammer Toe,Proximal Osteotomy with/without Soft Tissue Reconstruction;BASIC;10930000;3830000
7374;SRG II_Gallbladder,Various Lesions,Cholecystectomy (Laparoscopy);BASIC;12580000;4400000
7375;SRG II_Gallbladder,Various Lesions,Cholecystectomy (Open);BASIC;9050000;3170000
7376;SRG II_Gallbladder,Various Lesions,Cholecystectomy And Repair Of Cholecysto-Enteric/ Cholecysto-Choledochal Fistula (Laparoscopy);BASIC;16890000;5910000
7377;SRG II_Gallbladder,Various Lesions,Cholecystectomy And Repair Of Cholecysto-Enteric/ Cholecysto-Choledochal Fistula (Open);BASIC;12060000;4220000
7378;SRG II_Gallbladder,Various Lesions,Cholecystectomy/Choledochotomy/Common Bile Duct Exploration with Choledocho-Duodenostomy (Laparoscopy);BASIC;15310000;5360000
7379;SRG II_Gallbladder,Various Lesions,Cholecystectomy/Choledochotomy/Common Bile Duct Exploration with Choledocho-Duodenostomy (Open);BASIC;10930000;3830000
7380;SRG II_Genital Tract,Cancer,Staging Under General Anesthesia (Includes Cystoscopy/Dilatation & Curettage/Biopsy);BASIC;2350000;820000
7381;SRG II_Genital,Fournier Gangrene,Debridement;BASIC;5350000;1870000
7382;SRG II_Hand,Closed Fracture,ORIF (Multiple) Non-Joint;BASIC;16400000;5740000
7383;SRG II_Hand,Closed Fracture,ORIF with K-Wire/Cerclage Wire Fixation;BASIC;7160000;2510000
7384;SRG II_Hand,Closed Fracture,ORIF/Plate And Screws (Single) Joint/Non-Joint;BASIC;10930000;3830000
7385;SRG II_Hand,Crush Injuries (Complex),Wound Debridement;BASIC;5350000;1870000
7386;SRG II_Hand,Crush Injuries (Simple),Wound Debridement;BASIC;3020000;1060000
7387;SRG II_Hand,Flexor Tendon,Trigger Finger (Multiple) Release;BASIC;6790000;2380000
7388;SRG II_Hand,Flexor Tendon,Trigger Finger (Single) Release;BASIC;3390000;1190000
7389;SRG II_Hand,Fractures/Dislocation,Open Reduction And Internal Fixation (Multiple);BASIC;16400000;5740000
7390;SRG II_Hand,Open Fracture,Debridement And ORIF (Single) Joint;BASIC;10930000;3830000
7391;SRG II_Hip,Various Lesions,Hemi-Arthroplasty;BASIC;13650000;4780000
7392;SRG II_Hip,Various Lesions,Primary Total Joint Replacement (Lap/MIS/Navigated);BASIC;19110000;6690000
7393;SRG II_Hip,Various Lesions,Primary Total Joint Replacement (Open);BASIC;18100000;6330000
7394;SRG II_Hip,Various Lesions,Primary Total Joint Replacement with Augmentation Requiring Extra Implants Or Bone Grafts (Open);BASIC;23520000;8230000
7395;SRG II_Hip,Various Lesions,Revision Hemi-Arthroplasty;BASIC;17740000;6210000
7396;SRG II_Hip,Various Lesions,Revision Total Joint Replacement (MIS/Laparoscopy);BASIC;32930000;11530000
7397;SRG II_Hip,Various Lesions,Revision Total Joint Replacement (Open);BASIC;23520000;8230000
7398;SRG II_Hip/Knee,Therapeutic Arthroscopy,with/without Synovectomy/Labral Repair/FAI Resection For Hip;BASIC;11390000;3980000
7399;SRG II_Humerus,Proximal Humerus Or Supracondylar Fracture,ORIF;BASIC;10930000;3830000
7400;SRG II_Joints (Finger),Various Lesions,Replacement Arthroplasty;BASIC;13960000;4890000
7401;SRG II_Joints (Lower Limb),Loose Bodies,Removal;BASIC;7100000;2480000
7402;SRG II_Joints (Upper Limb),Vascular Injury,Major Vascular Reconstruction/Anastomosis/Graft;BASIC;13960000;4890000
7403;SRG II_Joints,Arthroscopy,Diagnostic;BASIC;5990000;2100000
7404;SRG II_Kidney,,Renovascular Reconstruction;BASIC;12570000;4400000
7405;SRG II_Kidney,Blocked Nephrostomy Tube,Change;BASIC;1960000;690000
7406;SRG II_Kidney,Calculus,Extra Corporeal Shockwave Lithotripsy (ESWL);BASIC;7690000;2690000
7407;SRG II_Kidney,Calculus,Nephrolithotomy/Pyelolithotomy;BASIC;8430000;2950000
7408;SRG II_Kidney,Calculus,Percutaneous Nephrolithotomy Or Percutaneous Nephrostolithotomy (PCNL);BASIC;14260000;4990000
7409;SRG II_Kidney,Cyst,Imaging Guided Percutaneous Aspiration;BASIC;8840000;3100000
7410;SRG II_Kidney,Cyst,Sclerosing And Percutaneous Drainage;BASIC;7690000;2690000
7411;SRG II_Kidney,Cyst,Unroofing/Deroofing;BASIC;5350000;1870000
7412;SRG II_Kidney,Cyst,Unroofing/Deroofing (Laparoscopy);BASIC;7690000;2690000
7413;SRG II_Kidney,Pyonephrosis,Drainage (Open);BASIC;6690000;2340000
7414;SRG II_Kidney,Staghorn Calculus,Nephrolithotomy Or Percutaneous Nephrostolithotomy (PCNL);BASIC;13320000;4660000
7415;SRG II_Kidney,Staghorn Calculus,Percutaneous Nephrostolithotomy (PCNL) Laser;BASIC;18040000;6310000
7416;SRG II_Kidney,Various Lesion,Robotic Renal Biopsy;BASIC;8840000;3100000
7417;SRG II_Kidney,Various Lesions,Biopsy (Closed);BASIC;4070000;1430000
7418;SRG II_Kidney,Various Lesions,Partial Nephrectomy (Laparoscopy);BASIC;21330000;7470000
7419;SRG II_Kidney,Various Lesions,Radical Nephrectomy (Laparoscopy);BASIC;18040000;6310000
7420;SRG II_Kidney,Various Lesions,Simple Nephrectomy (Laparoscopy);BASIC;12570000;4400000
7421;SRG II_Kidney/Ureter,,Pyeloplasty (Unilateral - Open/Laparoscopy);BASIC;8840000;3100000
7422;SRG II_Kidney/Ureter,,Retrograde Intrarenal Surgery Or RIRS Using Flexible Ureteroscopy (Diagnostic);BASIC;6160000;2150000
7423;SRG II_Kidney/Ureter,,Retrograde Intrarenal Surgery Or RIRS Using Flexible Ureteroscopy (Therapeutic - e.g. Lithotripsy And/Or Basket Extraction Of Stones);BASIC;12570000;4400000
7424;SRG II_Knee Ligaments,Disruption,Reconstruction And Repair;BASIC;14330000;5010000
7425;SRG II_Knee,Arthroscopy,Knee Ligament Reconstruction (1 Or More);BASIC;12060000;4220000
7426;SRG II_Knee,Ligaments/Meniscus/Cartilage/Bone Combined,ACL Or PCL Reconstruction (MIS/Laparoscopy);BASIC;18100000;6330000
7427;SRG II_Knee,Ligaments/Meniscus/Cartilage/Bone Combined,Ligament Reconstruction with Meniscal Repair (Laparoscopy);BASIC;18100000;6330000
7428;SRG II_Knee,Meniscus/Cartilage,Meniscal Repair (Laparoscopy);BASIC;14140000;4950000
7429;SRG II_Knee,Various Lesions,Meniscectomy with/without Arthroscopy;BASIC;11390000;3980000
7430;SRG II_Knee,Various Lesions,Primary Total Joint Replacement (Unilateral - Open);BASIC;15080000;5280000
7431;SRG II_Knee,Various Lesions,Primary Total Joint Replacement (Unilateral) (Lap/MIS/Navigated);BASIC;21110000;7390000
7432;SRG II_Knee,Various Lesions,Primary Total Joint Replacement (Unilateral) with Augmentation Requiring Extra Implants Or Bone Grafts (Open);BASIC;19600000;6860000
7433;SRG II_Knee,Various Lesions,Revision Total Joint Replacement (MIS/Laparoscopy);BASIC;27450000;9610000
7434;SRG II_Knee,Various Lesions,Revision Total Joint Replacement (Open);BASIC;19600000;6860000
7435;SRG II_Laparotomy Debulking (Advanced Disease,Primary/Recurrent);BASIC;10930000;3830000
7436;SRG II_Laryngoscopy with Removal Of Tumour/Lesions,,Laryngoscopy with Removal Of Tumour/Lesions;BASIC;8440000;2960000
7437;SRG II_Larynx And Pharynx,Various Lesions,Laser Application;BASIC;6730000;2360000
7438;SRG II_Larynx,,Laryngectomy with Bilateral Neck Dissection;BASIC;13330000;4670000
7439;SRG II_Larynx,Various Lesions,Hemi/Partial Laryngectomy;BASIC;13330000;4670000
7440;SRG II_Larynx,Various Lesions,Hemi/Partial Laryngectomy with Radical Neck Dissection;BASIC;15080000;5280000
7441;SRG II_Lens,,Complicated Cataract Extraction with Intraocular Lens Implant (Capsular Tension Ring/Capsular Tension Segment);BASIC;5720000;2000000
7442;SRG II_Lens,Cataract,Extraction with Intra-Ocular Lens Implant (Unilateral);BASIC;6830000;2390000
7443;SRG II_Lens,Cataract,Extraction with Intra-Ocular Lens Implant And Trabeculectomy with/without Antimetabolites;BASIC;6830000;2390000
7444;SRG II_Liver,Abscess,Trans-Abdominal Drainage (Laparoscopy);BASIC;7490000;2620000
7445;SRG II_Liver,Abscess,Trans-Abdominal Drainage (Open);BASIC;5350000;1870000
7446;SRG II_Lower Limb,Ischemia,Fasciotomy;BASIC;7010000;2450000
7447;SRG II_Lung,Various Lesions,Pneumonectomy/Lobectomy/Segmental Resection;BASIC;15680000;5490000
7448;SRG II_Lung,Various Lesions,Repeat/Multiple/Complex Resections;BASIC;13290000;4650000
7449;SRG II_Lung,Various Lesions,Wedge Resection;BASIC;11280000;3950000
7450;SRG II_Lymph Node (Axillary),Various Lesions,Sentinel LN Biopsy Only;BASIC;4890000;1710000
7451;SRG II_Lymph Node (Cervical),,Radical with Flap Reconstruction;BASIC;19230000;6730000
7452;SRG II_Lymph Node (Cervical),Various Lesions,Biopsy;BASIC;2440000;850000
7453;SRG II_Lymph Node (Cervical),Various Lesions,Neck Dissection (Bilateral 3 Or Less Levels);BASIC;9780000;3420000
7454;SRG II_Lymph Node (Cervical),Various Lesions,Neck Dissection (Unilateral 1-3 Levels);BASIC;7720000;2700000
7455;SRG II_Lymph Node (Cervical),Various Lesions,Radical Neck Dissection;BASIC;13570000;4750000
7456;SRG II_Lymph Node (Cervical),Various Lessions,Biopsy;BASIC;3800000;1330000
7457;SRG II_Lymph Node (Inguinal),Various Lesions,Limited Excision;BASIC;4890000;1710000
7458;SRG II_Lymph Node (Inguinal),Various Lesions,Radical Excision;BASIC;6420000;2250000
7459;SRG II_Lymph Node (Pelvic) Dissection,,Dissection (Open);BASIC;9370000;3280000
7460;SRG II_Lymph Node (Pelvic),,Dissection (Laparoscopy);BASIC;13120000;4590000
7461;SRG II_Lymph Node (Retropharyngeal),,Neck Dissection (Open/Transoral);BASIC;10450000;3660000
7462;SRG II_Lymph Node (Single),Various Lesions,Excision Biopsy (Laparoscopy);BASIC;5250000;1840000
7463;SRG II_Lymph Node (Single),Various Lesions,Excision Biopsy (Open);BASIC;3750000;1310000
7464;SRG II_Lymph Node,Various Lesions,Biopsy;BASIC;3640000;1270000
7465;SRG II_Maxilla,Alveolar Cleft (Unilateral Complete),Bone Graft And Closure Of Naso Buccal Fistula;BASIC;9050000;3170000
7466;SRG II_Maxilla,Fracture - Lefort II (Complex),Open Reduction And Fixation;BASIC;10560000;3690000
7467;SRG II_Maxilla,Various Lesions,Ostectomy/Osteotomy (>1 Segment);BASIC;10560000;3690000
7468;SRG II_Maxilla,Various Lesions,Resection/Hemimaxillectomy (Open Or Endoscopic Method);BASIC;9050000;3170000
7469;SRG II_Mouth,Cleft Lip,Unilateral Primary Repair;BASIC;5350000;1870000
7470;SRG II_Mouth,Tumor,Radical Excision Biopsy with Resection Of Mandible And Lymph Nodes And Reconstruction;BASIC;15680000;5490000
7471;SRG II_Mucous Membrane,Tumor/Cyst/Ulcer/Scar,Excision;BASIC;2340000;820000
7472;SRG II_Nerve (Upper Limb),Carpal Tunnel Syndrome,Release with Endoneurolysis (Bilateral);BASIC;18530000;6480000
7473;SRG II_Nerve (Upper Limb),Carpal Tunnel Syndrome,Release with Endoneurolysis (Unilateral);BASIC;12660000;4430000
7474;SRG II_Nerve (Upper Limb),Entrapment Syndrome (Others),Decompression (Unilateral);BASIC;11650000;4080000
7475;SRG II_Nerve (Upper Limb),Guyon's Tunnel Syndrome,Release (Unilateral);BASIC;11650000;4080000
7476;SRG II_Nerve Root (Cervical),,Block (Injection Of Anaesthetic - Therapeutic Substance) (>1 level);BASIC;13400000;4690000
7477;SRG II_Nerve Root (Lumbar/Thoracic),,Block (Injection Of Anaesthetic - Therapeutic Substance) (1 level);BASIC;13400000;4690000
7478;SRG II_Nose,Hematoma/Abscess,Evacuation/Incision & Drainage;BASIC;2710000;950000
7479;SRG II_Nose,Various Lesions (Turbinates),Turbinectomy/Turbinoplasty/Submucous Resection (with/without Endoscopes);BASIC;6060000;2120000
7480;SRG II_Nose,Various Lesions,Septoplasty/Submucous Resection;BASIC;7540000;2640000
7481;SRG II_Ovary,Malignant Tumor/Cyst,Total Hysterectomy Bilateral Salpingo-Oophorectomy with Omentectomy,Surgical Staging with/without Lymphadenectomy (Laparoscopy);BASIC;16360000;5730000
7482;SRG II_Ovary,Malignant Tumor/Cyst,Total Hysterectomy Bilateral Salpingo-Oophorectomy with Omentectomy,Surgical Staging with/without Lymphadenectomy (Open);BASIC;11690000;4090000
7483;SRG II_Ovary,Tumor/Cyst,Cystectomy (Complicated >5cm - Laparoscopy);BASIC;9820000;3440000
7484;SRG II_Ovary,Tumor/Cyst,Cystectomy (Complicated >5cm);BASIC;7010000;2450000
7485;SRG II_Ovary,Tumor/Cyst,Cystectomy (Simple <5cm - Laparoscopy);BASIC;8760000;3070000
7486;SRG II_Ovary,Tumor/Cyst,Cystectomy (Simple <5cm);BASIC;6260000;2190000
7487;SRG II_Ovary,Tumor/Cyst,Oophorectomy/Salpingo-Oophorectomy (Complicated);BASIC;8440000;2960000
7488;SRG II_Ovary,Tumor/Cyst,Oophorectomy/Salpingo-Oophorectomy (Simple);BASIC;6290000;2200000
7489;SRG II_Paravertebral Region,Block,Anaesthetic (>2 levels);BASIC;13400000;4690000
7490;SRG II_Parotid,,Total Parotidectomy with/without Preservation Of Facial Nerve;BASIC;14250000;4990000
7491;SRG II_Parotid,Tumor,Superficial Parotidectomy;BASIC;9230000;3230000
7492;SRG II_Pelvis,Fracture,Fixation Of Anterior And Posterior Ring;BASIC;16210000;5670000
7493;SRG II_Penis,,Dorsumcision;BASIC;3660000;1280000
7494;SRG II_Penis,,V. Spermatika Interna Ligation (Microsurgery);BASIC;7690000;2690000
7495;SRG II_Penis,Buried Penis,Buried Penis Surgery;BASIC;5350000;1870000
7496;SRG II_Penis,Congenital Organ Abnormality,Webbed Penis Excision;BASIC;5350000;1870000
7497;SRG II_Penis,Glanular Hypospadias,Meatoplasty And Circumcision;BASIC;3660000;1280000
7498;SRG II_Penis,Hypospadias,Correction Of Chordee;BASIC;6300000;2200000
7499;SRG II_Penis,Hypospadias,Urethral Reconstruction;BASIC;10030000;3510000
7500;SRG II_Penis,Hypospadias,Urethral Reconstruction & Correction Of Chordee;BASIC;12570000;4400000
7501;SRG II_Penis,Paraphimosis/Phimosis/Reduction Prepuce,Circumcision;BASIC;3660000;1280000
7502;SRG II_Penis,Penoscrotal Transposition,Reconstruction;BASIC;12570000;4400000
7503;SRG II_Penis,Priapism,Priapism Operation (Winter Procedure);BASIC;5350000;1870000
7504;SRG II_Penis,Trauma,Reconstruction (1st Stage);BASIC;10620000;3720000
7505;SRG II_Penis,Trauma,Reconstruction (2nd Stage);BASIC;10620000;3720000
7506;SRG II_Penis,Various Lesions,Insertion Of Penile Prosthesis;BASIC;12580000;4400000
7507;SRG II_Peripheral Nerve,Block,Anaesthetic (Up To 2 Nerves);BASIC;11650000;4080000
7508;SRG II_Prostate Gland,,Simple Prostatectomy (Laparoscopy);BASIC;11820000;4140000
7509;SRG II_Prostate Gland,,Simple Prostatectomy (Open);BASIC;8440000;2960000
7510;SRG II_Prostate Gland,Various Lesions,Biporal Transurethral Resection Of Prostate (Bipolar Turp);BASIC;10930000;3830000
7511;SRG II_Prostate Gland,Various Lesions,Open Prostatectomy And Sectio Alta;BASIC;5350000;1870000
7512;SRG II_Prostate Gland,Various Lesions,Radical Prostatectomy (Laparoscopy);BASIC;19100000;6680000
7513;SRG II_Prostate Gland,Various Lesions,Radical Prostatectomy (Open);BASIC;13640000;4770000
7514;SRG II_Prostate Gland,Various Lesions,Saturation Prostate Biopsy;BASIC;3630000;1270000
7515;SRG II_Prostate Gland,Various Lesions,Trans-Rectal Ultrasound (TRUS);BASIC;1960000;690000
7516;SRG II_Prostate Gland,Various Lesions,Trans-Rectal Ultrasound (TRUS) Guided Biopsy;BASIC;1960000;690000
7517;SRG II_Prostate Gland,Various Lesions,Transurethral Resection Of Prostate (TURP) >30gm;BASIC;9350000;3270000
7518;SRG II_Radius And Ulna,Fracture/Dislocation,Open Reduction And Internal Fixation with/without Bone Grafting;BASIC;10930000;3830000
7519;SRG II_Rectum,,Ultra-Low Anterior Resection (Total Mesorectal Excision) with/without PLND;BASIC;12610000;4420000
7520;SRG II_Scrotum,Hydrocele/Varicocele (Unilateral),Excision;BASIC;4870000;1700000
7521;SRG II_Scrotum,Varicocele,Varicocelectomy (Palomo);BASIC;4070000;1430000
7522;SRG II_Shoulder Fracture/Dislocation,,Open Reduction And Internal Fixation (3 Or More Part Fracture);BASIC;10930000;3830000
7523;SRG II_Shoulder,,Acromioclavicular Joint Stabilisation/Reconstruction;BASIC;10930000;3830000
7524;SRG II_Shoulder,,Therapeutic Arthroscopy;BASIC;15080000;5280000
7525;SRG II_Shoulder,Shoulder Soft Tissue Injury,Decompression Alone (Open/Laparoscopy);BASIC;14140000;4950000
7526;SRG II_Shoulder,Shoulder Soft Tissue Injury,Decompression with Cuff Repair (Open/Laparoscopy);BASIC;15830000;5540000
7527;SRG II_Shoulder,Shoulder Soft Tissue Injury,MIS Repair With Superior Labrum From Anterior To Posterior (Slap) Repair/Rotator Cuff Repair;BASIC;18100000;6330000
7528;SRG II_Shoulder,Shoulder Soft Tissue Injury,Open Bankart Repair With Superior Labrum From Anterior To Posterior (Slap) Repair/Rotator Cuff Repair;BASIC;13960000;4890000
7529;SRG II_Shoulder,Various Lesions,Hemiarthroplasty;BASIC;12580000;4400000
7530;SRG II_Sinuses,Nasal,Foreign Body/Other Lesions,Intranasal Operation/Removal Of Foreign Body;BASIC;4070000;1430000
7531;SRG II_Sinuses,Nasal,Infection,Functional Sinuscopic Drainage Of Ethmoidal/ Maxillary Sinuses;BASIC;8440000;2960000
7532;SRG II_Sinuses,Nasal,Infection,Functional Sinuscopic Ethmoidectomy (Bilateral);BASIC;10530000;3680000
7533;SRG II_Sinuses,Nasal,Infection,Functional Sinuscopic Ethmoidectomy (Unilateral);BASIC;7520000;2630000
7534;SRG II_Skin And Subcutaneous Tissue (Ear/Nose/Eyelid/Face),Complex Lacerations,Repair;BASIC;5470000;1910000
7535;SRG II_Skin And Subcutaneous Tissue (Face And Neck),Scar (>3cm),Revision;BASIC;3750000;1310000
7536;SRG II_Skin And Subcutaneous Tissue,Burns,Escharotomy (Extensive);BASIC;1960000;690000
7537;SRG II_Skin And Subcutaneous Tissue,Burns,Escharotomy (Limited);BASIC;980000;340000
7538;SRG II_Skin And Subcutaneous Tissue,Deep (>3cm)/Extensive Contaminated Wound,Debridement;BASIC;4870000;1710000
7539;SRG II_Skin And Subcutaneous Tissue,Defect,Direct Flap (Cross Finger/Similar Flaps);BASIC;7950000;2780000
7540;SRG II_Skin And Subcutaneous Tissue,Defect,Single Stage Local Flap (Complicated/Large);BASIC;10220000;3580000
